GRB160223A   |    675361    | -1.354490e+00 | -1.427180e+00 | -1.281540e+00 | 2.859390e-03 | 2.743990e-03 | 2.974780e-03 | 57.56 | 57 | 1.010 | 4.542259e-01 | 50.0000 | 188 | -6.000000 | 182.040000 |  
GRB160220B   |    674734    | -1.191770e+00 | -1.238200e+00 | -1.145020e+00 | 1.540610e-02 | 1.498740e-02 | 1.582410e-02 | 56.74 | 57 | 0.9954 | 4.848752e-01 | 50.0000 | 45.06 | -7.576000 | 37.484000 |  
GRB160220A   |    674670    | -1.513660e+00 | -1.758670e+00 | -1.268000e+00 | 5.963350e-03 | 5.169830e-03 | 6.753280e-03 | 39.06 | 57 | 0.6853 | 9.666305e-01 | 50.0000 | 9.088 | -0.100000 | 8.988000 |  
GRB160216A   |    673978    | -1.476540e+00 | -1.552760e+00 | -1.400170e+00 | 1.800350e-02 | 1.723410e-02 | 1.877280e-02 | 53.17 | 57 | 0.9328 | 6.195570e-01 | 50.0000 | 12 | -0.296000 | 11.704000 |  
GRB160203A   |    672525    | -1.941440e+00 | -2.159130e+00 | -1.734600e+00 | 5.476480e-03 | 4.715250e-03 | 6.218190e-03 | 50.83 | 57 | 0.8918 | 7.043842e-01 | 50.0000 | 19.7 | 6.088000 | 25.784000 |  
GRB160131A   |    672236    | -1.211930e+00 | -1.257240e+00 | -1.166390e+00 | 2.569900e-03 | 2.509060e-03 | 2.630630e-03 | 54.43 | 57 | 0.9549 | 5.721771e-01 | 50.0000 | 774.5 | -1.492000 | 773.032000 |  
GRB160127A   |    671828    | -2.432520e+00 | -2.675950e+00 | -2.209190e+00 | 5.187340e-03 | 4.258030e-03 | 6.108390e-03 | 50.22 | 57 | 0.8810 | 7.254129e-01 | 50.0000 | 7.14 | -1.436000 | 5.704000 |  
GRB160123A   |    671447    | -1.508980e+00 | -1.671270e+00 | -1.347620e+00 | 7.343860e-03 | 6.593430e-03 | 8.090130e-03 | 47.72 | 57 | 0.8371 | 8.046777e-01 | 50.0000 | 5.048 | -2.048000 | 3.000000 |  
GRB160121A   |    671231    | -1.772660e+00 | -1.904090e+00 | -1.644110e+00 | 4.432380e-03 | 4.068480e-03 | 4.792480e-03 | 46.64 | 57 | 0.8183 | 8.345749e-01 | 50.0000 | 15 | -0.028000 | 14.972000 |  
GRB160119A   |    671014    | -1.627890e+00 | -1.684300e+00 | -1.571650e+00 | 4.416520e-03 | 4.292900e-03 | 4.540000e-03 | 48.04 | 57 | 0.8428 | 7.950532e-01 | 50.0000 | 167.6 | 32.584000 | 200.228000 |  
GRB160117B   |    670800    | -2.285120e+00 | -2.503810e+00 | -2.081380e+00 | 2.451110e-03 | 2.075480e-03 | 2.820390e-03 | 52.28 | 57 | 0.9173 | 6.523348e-01 | 50.0000 | 14.45 | 0.020000 | 14.472000 |  
GRB160117A   |    670793    | -2.153580e+00 | -2.268430e+00 | -2.041780e+00 | 1.966500e-03 | 1.826080e-03 | 2.105110e-03 | 63.70 | 57 | 1.118 | 2.526412e-01 | 50.0000 | 173 | -60.000000 | 113.000000 |  
GRB160104A   |    669319    | -1.755060e+00 | -1.948430e+00 | -1.568940e+00 | 2.319460e-03 | 2.027400e-03 | 2.606320e-03 | 61.54 | 57 | 1.080 | 3.167058e-01 | 50.0000 | 18.96 | -1.312000 | 17.648000 |  
GRB151229A   |    668689    | -1.843500e+00 | -1.946770e+00 | -1.742240e+00 | 2.591690e-02 | 2.429840e-02 | 2.752190e-02 | 48.28 | 57 | 0.8471 | 7.878170e-01 | 50.0000 | 2.456 | -0.112000 | 2.344000 |  
GRB151228B   |    668641    | -1.638560e+00 | -1.711710e+00 | -1.565960e+00 | 4.090690e-03 | 3.922220e-03 | 4.258620e-03 | 62.70 | 57 | 1.100 | 2.811764e-01 | 50.0000 | 64 | -15.560000 | 48.440000 |  
GRB151228A   |    668543    | -8.243710e-01 | -1.020900e+00 | -6.213120e-01 | 2.311500e-02 | 2.026860e-02 | 2.595180e-02 | 54.96 | 57 | 0.9642 | 5.519268e-01 | 50.0000 | 0.312 | -0.036000 | 0.276000 |  
GRB151215A   |    667392    | -1.989560e+00 | -2.333260e+00 | -1.677070e+00 | 1.798480e-03 | 1.371500e-03 | 2.212260e-03 | 70.28 | 57 | 1.233 | 1.112693e-01 | 50.0000 | 18.59 | -15.460000 | 3.128000 |  
GRB151210A   |    666931    | -1.839100e+00 | -1.990200e+00 | -1.692740e+00 | 1.463850e-03 | 1.321040e-03 | 1.604560e-03 | 58.21 | 57 | 1.021 | 4.306591e-01 | 50.0000 | 110 | -57.196000 | 52.800000 |  
GRB151205B   |    666378    | -1.604530e+00 | -1.926720e+00 | -1.296930e+00 | 5.587380e-03 | 4.489100e-03 | 6.653830e-03 | 50.79 | 57 | 0.8911 | 7.057520e-01 | 50.0000 | 1.536 | -0.220000 | 1.316000 |  
GRB151205A   |    666352    | -1.095450e+00 | -1.227910e+00 | -9.610080e-01 | 1.722120e-03 | 1.592100e-03 | 1.851970e-03 | 52.78 | 57 | 0.9260 | 6.338931e-01 | 50.0000 | 80 | -11.448000 | 68.552000 |  
GRB151127A   |    665268    | -1.256910e+00 | -1.585060e+00 | -9.175250e-01 | 1.141040e-02 | 8.748890e-03 | 1.406930e-02 | 47.17 | 57 | 0.8276 | 8.202085e-01 | 50.0000 | 0.204 | 0.016000 | 0.220000 |  
GRB151122A   |    664653    | -1.664130e+00 | -1.815390e+00 | -1.515200e+00 | 4.878650e-03 | 4.455130e-03 | 5.298330e-03 | 52.55 | 57 | 0.9218 | 6.427192e-01 | 50.0000 | 10.05 | 1.200000 | 11.254700 |  
GRB151118A   |    664078    | -1.707050e+00 | -1.900800e+00 | -1.519160e+00 | 1.655360e-03 | 1.452890e-03 | 1.854310e-03 | 49.68 | 57 | 0.8715 | 7.435738e-01 | 50.0000 | 30.8 | 0.016000 | 30.816000 |  
GRB151114A   |    663490    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB151112A   |    663179    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB151111A   |    663074    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
